"","Start","ID","Type","Via","Altitude(ft/m)","Position (lat/long)","Distance (leg/total)","Name","URL"
"21590","•","KRATE","FIX","-","22,600 / 6,888","12.48500 / 106.06300","86  / 537 nm","","https://flightplandatabase.com/plan/1384917"
"21591","O","VVTS","APT","-","0 / 0","10.81870 / 106.65200","105  / 643 nm","Tan Son Nhat International Airport","https://flightplandatabase.com/plan/1384917"
"21592","O","VVNB","APT","-","0 / 0","21.22030 / 105.80600","- / 0 nm","Hanoi Noibai Intl","https://flightplandatabase.com/plan/1409082"
"21593","•","BIVIM","FIX","-","35,000 / 10,668","19.50940 / 106.10800","104  / 104 nm","","https://flightplandatabase.com/plan/1409082"
"21594","•","BESKI","FIX","B329 (AWY-HI)","35,000 / 10,668","18.94860 / 106.10100","33  / 137 nm","","https://flightplandatabase.com/plan/1409082"
"21595","•","KADIM","FIX","B329 (AWY-HI)","35,000 / 10,668","18.65220 / 106.09800","17  / 155 nm","","https://flightplandatabase.com/plan/1409082"
"21596","•","KAMSU","FIX","B329 (AWY-HI)","35,000 / 10,668","18.25360 / 106.09300","23  / 179 nm","","https://flightplandatabase.com/plan/1409082"
"21597","•","VILAO","FIX","B329 (AWY-HI)","35,000 / 10,668","17.36670 / 106.08300","53  / 232 nm","","https://flightplandatabase.com/plan/1409082"
"21598","•","PAK","VOR","B329 (AWY-HI)","35,000 / 10,668","15.19670 / 105.73800","131  / 364 nm","PAKSE","https://flightplandatabase.com/plan/1409082"
"21599","•","LEKOB","FIX","B329 (AWY-HI)","35,000 / 10,668","14.13000 / 105.52000","65  / 429 nm","","https://flightplandatabase.com/plan/1409082"
"21600","•","VIBUN","FIX","B329 (AWY-HI)","35,000 / 10,668","13.79670 / 105.43200","20  / 450 nm","","https://flightplandatabase.com/plan/1409082"
"21601","•","KRATE","FIX","-","22,600 / 6,888","12.48500 / 106.06300","86  / 537 nm","","https://flightplandatabase.com/plan/1409082"
"21602","O","VVTS","APT","-","0 / 0","10.81870 / 106.65200","105  / 643 nm","Tan Son Nhat International Airport","https://flightplandatabase.com/plan/1409082"
"21603","O","VVNB","APT","-","0 / 0","21.22030 / 105.80600","- / 0 nm","Hanoi Noibai Intl","https://flightplandatabase.com/plan/1406393"
"21604","•","BIVIM","FIX","-","34,000 / 10,363","19.50940 / 106.10800","104  / 104 nm","","https://flightplandatabase.com/plan/1406393"
"21605","•","BESKI","FIX","B329 (AWY-HI)","34,000 / 10,363","18.94860 / 106.10100","33  / 137 nm","","https://flightplandatabase.com/plan/1406393"
"21606","•","KADIM","FIX","B329 (AWY-HI)","34,000 / 10,363","18.65220 / 106.09800","17  / 155 nm","","https://flightplandatabase.com/plan/1406393"
"21607","•","KAMSU","FIX","B329 (AWY-HI)","34,000 / 10,363","18.25360 / 106.09300","23  / 179 nm","","https://flightplandatabase.com/plan/1406393"
"21608","•","VILAO","FIX","B329 (AWY-HI)","34,000 / 10,363","17.36670 / 106.08300","53  / 232 nm","","https://flightplandatabase.com/plan/1406393"
"21609","•","PAK","VOR","B329 (AWY-HI)","34,000 / 10,363","15.19670 / 105.73800","131  / 364 nm","PAKSE","https://flightplandatabase.com/plan/1406393"
"21610","•","LEKOB","FIX","B329 (AWY-HI)","34,000 / 10,363","14.13000 / 105.52000","65  / 429 nm","","https://flightplandatabase.com/plan/1406393"
"21611","•","VIBUN","FIX","B329 (AWY-HI)","34,000 / 10,363","13.79670 / 105.43200","20  / 450 nm","","https://flightplandatabase.com/plan/1406393"
"21612","•","KRATE","FIX","-","22,600 / 6,888","12.48500 / 106.06300","86  / 537 nm","","https://flightplandatabase.com/plan/1406393"
"21613","O","VVTS","APT","-","0 / 0","10.81870 / 106.65200","105  / 643 nm","Tan Son Nhat International Airport","https://flightplandatabase.com/plan/1406393"
"21614","O","VVNB","APT","-","0 / 0","21.22030 / 105.80600","- / 0 nm","Hanoi Noibai Intl","https://flightplandatabase.com/plan/1398763"
"21615","•","BIVIM","FIX","-","35,000 / 10,668","19.50940 / 106.10800","104  / 104 nm","","https://flightplandatabase.com/plan/1398763"
"21616","•","BESKI","FIX","B329 (AWY-HI)","35,000 / 10,668","18.94860 / 106.10100","33  / 137 nm","","https://flightplandatabase.com/plan/1398763"
"21617","•","KADIM","FIX","B329 (AWY-HI)","35,000 / 10,668","18.65220 / 106.09800","17  / 155 nm","","https://flightplandatabase.com/plan/1398763"
"21618","•","KAMSU","FIX","B329 (AWY-HI)","35,000 / 10,668","18.25360 / 106.09300","23  / 179 nm","","https://flightplandatabase.com/plan/1398763"
"21619","•","VILAO","FIX","B329 (AWY-HI)","35,000 / 10,668","17.36670 / 106.08300","53  / 232 nm","","https://flightplandatabase.com/plan/1398763"
"21620","•","PAK","VOR","B329 (AWY-HI)","35,000 / 10,668","15.19670 / 105.73800","131  / 364 nm","PAKSE","https://flightplandatabase.com/plan/1398763"
"21621","•","LEKOB","FIX","B329 (AWY-HI)","35,000 / 10,668","14.13000 / 105.52000","65  / 429 nm","","https://flightplandatabase.com/plan/1398763"
"21622","•","VIBUN","FIX","B329 (AWY-HI)","35,000 / 10,668","13.79670 / 105.43200","20  / 450 nm","","https://flightplandatabase.com/plan/1398763"
"21623","•","KRATE","FIX","-","22,600 / 6,888","12.48500 / 106.06300","86  / 537 nm","","https://flightplandatabase.com/plan/1398763"
"21624","O","VVTS","APT","-","0 / 0","10.81870 / 106.65200","105  / 643 nm","Tan Son Nhat International Airport","https://flightplandatabase.com/plan/1398763"
"21625","O","VVNB","APT","-","0 / 0","21.21974 / 105.80377","- / 0 nm","Hanoi Noibai Intl","https://flightplandatabase.com/plan/998150"
"21626","•","NOB","VOR","-","600 / 183","21.21302 / 105.83494","1  / 1 nm","NOIBAI VOR-DME","https://flightplandatabase.com/plan/998150"
"21627","•","LAOCI","FIX","W6 (AWY-LO)","35,000 / 10,668","22.48667 / 103.96528","129  / 131 nm","","https://flightplandatabase.com/plan/998150"
"21628","•","LXI","VOR","-","35,000 / 10,668","24.53833 / 103.74333","123  / 254 nm","LUXI VOR-DME","https://flightplandatabase.com/plan/998150"
"21629","•","SL","NDB","-","35,000 / 10,668","25.44833 / 103.29167","59  / 314 nm","MAGUOHE NDB","https://flightplandatabase.com/plan/998150"
"21630","•","MEBNA","FIX","G212 (AWY-LO)","35,000 / 10,668","25.85167 / 103.57167","28  / 343 nm","","https://flightplandatabase.com/plan/998150"
"21631","•","HX","NDB","G212 (AWY-LO)","35,000 / 10,668","26.86000 / 104.28167","71  / 414 nm","WEINING NDB","https://flightplandatabase.com/plan/998150"
"21632","•","OMLIP","FIX","G212 (AWY-LO)","35,000 / 10,668","27.71000 / 104.28667","51  / 466 nm","","https://flightplandatabase.com/plan/998150"
"21633","•","FJC","VOR","G212 (AWY-LO)","9,200 / 2,804","29.92833 / 104.30500","133  / 599 nm","FUJIACHANG VOR-DME","https://flightplandatabase.com/plan/998150"
"21634","O","ZUUU","APT","-","0 / 0","30.57853 / 103.94709","43  / 642 nm","SHUANGLIU","https://flightplandatabase.com/plan/998150"
"21635","O","VVTS","APT","-","0 / 0","10.82374 / 106.66959","- / 0 nm","","https://flightplandatabase.com/plan/1771"
"21636","•","+10.85_+106.74","DME","-","180 / 55","10.84978 / 106.73834","4  / 4 nm","","https://flightplandatabase.com/plan/1771"
"21637","•","+10.86_+106.75","DME","-","270 / 82","10.85615 / 106.75157","0  / 5 nm","","https://flightplandatabase.com/plan/1771"
"21638","•","+10.86_+106.76","DME","-","360 / 110","10.86362 / 106.76419","0  / 6 nm","","https://flightplandatabase.com/plan/1771"
"21639","•","+10.87_+106.78","DME","-","480 / 146","10.87215 / 106.77610","0  / 6 nm","","https://flightplandatabase.com/plan/1771"
"21640","•","+10.88_+106.79","DME","-","600 / 183","10.88166 / 106.78720","0  / 7 nm","","https://flightplandatabase.com/plan/1771"
"21641","•","+10.89_+106.80","DME","-","740 / 226","10.89209 / 106.79742","0  / 8 nm","","https://flightplandatabase.com/plan/1771"
"21642","•","+10.90_+106.81","DME","-","900 / 274","10.90336 / 106.80668","0  / 9 nm","","https://flightplandatabase.com/plan/1771"
"21643","•","+10.92_+106.81","DME","-","1,070 / 326","10.91537 / 106.81490","0  / 10 nm","","https://flightplandatabase.com/plan/1771"
"21644","•","+10.93_+106.82","DME","-","1,250 / 381","10.92804 / 106.82202","0  / 11 nm","","https://flightplandatabase.com/plan/1771"
"21645","•","+10.94_+106.83","DME","-","1,450 / 442","10.94127 / 106.82800","0  / 12 nm","","https://flightplandatabase.com/plan/1771"
"21646","•","+10.95_+106.83","DME","-","1,660 / 506","10.95496 / 106.83277","0  / 13 nm","","https://flightplandatabase.com/plan/1771"
"21647","•","+10.97_+106.84","DME","-","1,880 / 573","10.96901 / 106.83631","0  / 13 nm","","https://flightplandatabase.com/plan/1771"
"21648","•","+10.98_+106.84","DME","-","2,120 / 646","10.98331 / 106.83859","0  / 14 nm","","https://flightplandatabase.com/plan/1771"
"21649","•","+10.00_+106.84","DME","-","2,360 / 719","10.99775 / 106.83960","0  / 15 nm","","https://flightplandatabase.com/plan/1771"
"21650","•","+11.01_+106.84","DME","-","2,630 / 802","11.01222 / 106.83931","0  / 16 nm","","https://flightplandatabase.com/plan/1771"
"21651","•","+11.03_+106.84","DME","-","2,900 / 884","11.02661 / 106.83775","0  / 17 nm","","https://flightplandatabase.com/plan/1771"
"21652","•","+13.02_+106.69","DME","-","25,000 / 7,620","13.02135 / 106.68999","120  / 137 nm","","https://flightplandatabase.com/plan/1771"
"21653","•","+15.02_+106.54","DME","-","25,000 / 7,620","15.01634 / 106.54304","120  / 257 nm","","https://flightplandatabase.com/plan/1771"
"21654","•","+17.01_+106.39","DME","-","25,000 / 7,620","17.01122 / 106.39331","120  / 377 nm","","https://flightplandatabase.com/plan/1771"
"21655","•","+19.01_+106.24","DME","-","25,000 / 7,620","19.00600 / 106.24035","120  / 497 nm","","https://flightplandatabase.com/plan/1771"
"21656","•","+21.00_+106.09","DME","-","4,430 / 1,350","21.00180 / 106.08677","120  / 618 nm","","https://flightplandatabase.com/plan/1771"
"21657","•","+21.02_+106.09","DME","-","4,100 / 1,250","21.01626 / 106.08738","0  / 618 nm","","https://flightplandatabase.com/plan/1771"
"21658","•","+21.03_+106.09","DME","-","3,780 / 1,152","21.03072 / 106.08663","0  / 619 nm","","https://flightplandatabase.com/plan/1771"
"21659","•","+21.05_+106.08","DME","-","3,480 / 1,061","21.04506 / 106.08453","0  / 620 nm","","https://flightplandatabase.com/plan/1771"
"21660","•","+21.06_+106.08","DME","-","3,180 / 969","21.05917 / 106.08110","0  / 621 nm","","https://flightplandatabase.com/plan/1771"
"21661","•","+21.07_+106.08","DME","-","2,900 / 884","21.07296 / 106.07637","0  / 622 nm","","https://flightplandatabase.com/plan/1771"
"21662","•","+21.09_+106.07","DME","-","2,630 / 802","21.08630 / 106.07037","0  / 623 nm","","https://flightplandatabase.com/plan/1771"
"21663","•","+21.10_+106.06","DME","-","2,360 / 719","21.09911 / 106.06314","0  / 624 nm","","https://flightplandatabase.com/plan/1771"
"21664","•","+21.11_+106.05","DME","-","2,120 / 646","21.11128 / 106.05475","0  / 624 nm","","https://flightplandatabase.com/plan/1771"
"21665","•","+21.12_+106.05","DME","-","1,880 / 573","21.12272 / 106.04524","0  / 625 nm","","https://flightplandatabase.com/plan/1771"
"21666","•","+21.13_+106.03","DME","-","1,660 / 506","21.13335 / 106.03471","0  / 626 nm","","https://flightplandatabase.com/plan/1771"
"21667","•","+21.14_+106.02","DME","-","1,450 / 442","21.14307 / 106.02322","0  / 627 nm","","https://flightplandatabase.com/plan/1771"
"21668","•","+21.15_+106.01","DME","-","1,250 / 381","21.15183 / 106.01086","0  / 628 nm","","https://flightplandatabase.com/plan/1771"
"21669","•","+21.16_+105.00","DME","-","1,070 / 326","21.15955 / 105.99774","0  / 629 nm","","https://flightplandatabase.com/plan/1771"
"21670","•","+21.17_+105.98","DME","-","900 / 274","21.16617 / 105.98394","0  / 630 nm","","https://flightplandatabase.com/plan/1771"
"21671","•","+21.17_+105.97","DME","-","740 / 226","21.17165 / 105.96957","0  / 631 nm","","https://flightplandatabase.com/plan/1771"
"21672","O","VVNB","APT","-","0 / 0","21.21459 / 105.82133","8  / 639 nm","","https://flightplandatabase.com/plan/1771"
"21673","O","VVTS","APT","-","0 / 0","10.82374 / 106.66959","- / 0 nm","","https://flightplandatabase.com/plan/3901"
"21674","•","+10.85_+106.74","LATLON","-","400 / 122","10.84978 / 106.73834","4  / 4 nm","","https://flightplandatabase.com/plan/3901"
"21675","•","+10.89_+106.78","LATLON","-","1,280 / 390","10.88783 / 106.78276","3  / 7 nm","","https://flightplandatabase.com/plan/3901"
"21676","•","+10.94_+106.81","LATLON","-","2,550 / 777","10.93852 / 106.81126","3  / 11 nm","","https://flightplandatabase.com/plan/3901"
"21677","•","+10.00_+106.82","LATLON","-","4,120 / 1,256","10.99571 / 106.82038","3  / 14 nm","","https://flightplandatabase.com/plan/3901"
"21678","•","+11.05_+106.81","LATLON","-","11,500 / 3,505","11.05252 / 106.80903","3  / 18 nm","","https://flightplandatabase.com/plan/3901"
"21679","•","+13.04_+106.65","LATLON","-","11,500 / 3,505","13.04406 / 106.64681","119  / 138 nm","","https://flightplandatabase.com/plan/3901"
"21680","•","+15.04_+106.49","LATLON","-","11,500 / 3,505","15.03583 / 106.48516","119  / 258 nm","","https://flightplandatabase.com/plan/3901"
"21681","•","+17.03_+106.32","LATLON","-","11,500 / 3,505","17.02747 / 106.32047","119  / 378 nm","","https://flightplandatabase.com/plan/3901"
"21682","•","+20.00_+105.98","LATLON","-","5,840 / 1,780","20.99553 / 105.98438","239  / 617 nm","","https://flightplandatabase.com/plan/3901"
"21683","•","+21.05_+105.99","LATLON","-","4,120 / 1,256","21.05296 / 105.99219","3  / 620 nm","","https://flightplandatabase.com/plan/3901"
"21684","•","+21.11_+105.98","LATLON","-","2,550 / 777","21.10942 / 105.97847","3  / 624 nm","","https://flightplandatabase.com/plan/3901"
"21685","•","+21.16_+105.94","LATLON","-","1,280 / 390","21.15810 / 105.94489","3  / 627 nm","","https://flightplandatabase.com/plan/3901"
"21686","•","+21.19_+105.90","LATLON","-","400 / 122","21.19314 / 105.89546","3  / 631 nm","","https://flightplandatabase.com/plan/3901"
"21687","O","VVNB","APT","-","0 / 0","21.21459 / 105.82133","4  / 635 nm","","https://flightplandatabase.com/plan/3901"
"21688","O","VVNB","APT","-","0 / 0","21.21459 / 105.82133","- / 0 nm","","https://flightplandatabase.com/plan/5842"
"21689","•","+21.19_+105.90","LATLON","-","400 / 122","21.19314 / 105.89546","4  / 4 nm","","https://flightplandatabase.com/plan/5842"
"21690","•","+21.16_+105.94","LATLON","-","1,280 / 390","21.15810 / 105.94489","3  / 7 nm","","https://flightplandatabase.com/plan/5842"
"21691","•","+21.11_+105.98","LATLON","-","2,550 / 777","21.10942 / 105.97847","3  / 11 nm","","https://flightplandatabase.com/plan/5842"
"21692","•","+21.05_+105.99","LATLON","-","4,120 / 1,256","21.05296 / 105.99219","3  / 14 nm","","https://flightplandatabase.com/plan/5842"
"21693","•","+19.06_+106.16","LATLON","-","11,500 / 3,505","19.05626 / 106.15920","120  / 135 nm","","https://flightplandatabase.com/plan/5842"
"21694","•","+17.06_+106.33","LATLON","-","11,500 / 3,505","17.06004 / 106.32530","120  / 255 nm","","https://flightplandatabase.com/plan/5842"
